txn_id,user_id,amount_inr,ip_risk_score,distance_from_home_km,is_vpn,status,true_label
txn_ae1619b1,user_9553,14024.73,91,1805,True,BLOCKED,FRAUD
txn_78b0b3f5,user_6535,49289.61,88,2413,True,BLOCKED,FRAUD
txn_7a56721a,user_8758,30140.58,79,189,True,BLOCKED,LEGITIMATE
txn_fb4166f6,user_7625,29033.98,63,115,True,BLOCKED,LEGITIMATE
txn_41cde32c,user_5802,10976.31,77,384,False,BLOCKED,LEGITIMATE
txn_36fa9cdb,user_4680,8577.38,95,2196,True,BLOCKED,FRAUD
txn_e16027f4,user_6452,42228.48,87,1908,True,BLOCKED,FRAUD
txn_b7ba9119,user_9673,2700.63,88,2825,True,BLOCKED,FRAUD
txn_622cf6d4,user_4061,21734.68,99,2336,True,BLOCKED,FRAUD
txn_bda3ae6a,user_4629,2736.67,60,474,False,BLOCKED,LEGITIMATE
txn_ad83c897,user_2179,35860.84,86,5696,True,BLOCKED,FRAUD
txn_4ac72a46,user_8604,42350.09,92,4845,True,BLOCKED,FRAUD
txn_0572cf32,user_4160,19532.84,97,6548,True,BLOCKED,FRAUD
txn_7faf23d3,user_3541,32618.96,97,2420,True,BLOCKED,FRAUD
txn_0e6b08e0,user_3625,14196.1,78,52,True,BLOCKED,LEGITIMATE
txn_8af71ba1,user_5593,41158.54,87,3455,True,BLOCKED,FRAUD
txn_a0159221,user_3099,19747.64,85,301,False,BLOCKED,LEGITIMATE
txn_529be524,user_4046,23987.92,86,4274,True,BLOCKED,FRAUD
txn_4b7d1017,user_8493,44869.02,85,1135,True,BLOCKED,FRAUD
txn_929a5fba,user_6014,6174.89,77,239,False,BLOCKED,LEGITIMATE
txn_0d2f804d,user_7548,1793.6,93,2823,True,BLOCKED,FRAUD
txn_95641a7a,user_3633,38295.14,89,3595,True,BLOCKED,FRAUD
txn_f4641ad6,user_9791,12743.72,79,264,False,BLOCKED,LEGITIMATE
txn_539e3d0c,user_7497,15104.21,99,5026,True,BLOCKED,FRAUD
txn_ca8c7d37,user_2393,22032.82,65,499,True,BLOCKED,LEGITIMATE
txn_9db22fbe,user_9677,11227.85,99,1148,True,BLOCKED,FRAUD
txn_64e8875b,user_5182,6787.01,77,331,True,BLOCKED,LEGITIMATE
txn_c40ddbba,user_5455,22208.9,86,4587,True,BLOCKED,FRAUD
txn_8d1e3adf,user_9399,12738.91,87,3797,True,BLOCKED,FRAUD
txn_5c9ebcf8,user_7455,11266.09,92,1316,True,BLOCKED,FRAUD
txn_8f1c5068,user_7559,43567.56,96,8737,True,BLOCKED,FRAUD
txn_c8b6c299,user_5336,33779.9,93,5511,True,BLOCKED,FRAUD
txn_128a96a6,user_8411,5891.96,71,206,True,BLOCKED,LEGITIMATE
txn_333fbd3d,user_3365,21013.09,89,2683,True,BLOCKED,FRAUD
txn_95397006,user_3958,18507.98,97,7564,True,BLOCKED,FRAUD
txn_43e1aed4,user_1445,22971.04,79,67,True,BLOCKED,LEGITIMATE
txn_e22f9e9c,user_7973,1858.04,92,7543,True,BLOCKED,FRAUD
txn_243da104,user_7903,35557.67,86,2810,True,BLOCKED,FRAUD
txn_22b5163f,user_2335,17886.17,94,5615,True,BLOCKED,FRAUD
txn_5d089646,user_7903,33856.99,85,6397,True,BLOCKED,FRAUD
txn_15104eab,user_2905,10175.13,88,4842,True,BLOCKED,FRAUD
txn_6bd062d7,user_7275,35614.24,86,1329,True,BLOCKED,FRAUD
txn_1ae3a5c7,user_2020,18053.18,88,3718,True,BLOCKED,FRAUD
txn_63c77de7,user_5997,46863.32,63,377,False,BLOCKED,LEGITIMATE
txn_de5b8a9b,user_3435,26296.97,76,332,True,BLOCKED,LEGITIMATE
txn_4d991cfb,user_3754,10704.51,82,102,True,BLOCKED,LEGITIMATE
txn_4a826907,user_8461,25223.24,60,352,True,BLOCKED,LEGITIMATE
txn_e6d8ddfc,user_3512,29124.08,99,8005,True,BLOCKED,FRAUD
txn_e2d0c402,user_2903,29652.1,91,9137,True,BLOCKED,FRAUD
txn_515f0399,user_5084,28396.07,92,4093,True,BLOCKED,FRAUD
txn_7a75a1c0,user_4077,3872.65,87,4031,True,BLOCKED,FRAUD
txn_ada3821e,user_7423,22657.75,90,3216,True,BLOCKED,FRAUD
txn_ca4abff9,user_5637,30646.37,92,3184,True,BLOCKED,FRAUD
txn_fdb1b20f,user_6239,22778.87,65,256,False,BLOCKED,LEGITIMATE
txn_818c870f,user_8451,40987.64,82,105,False,BLOCKED,LEGITIMATE
txn_51ac643e,user_3329,42121.98,95,2133,True,BLOCKED,FRAUD
txn_9553547d,user_6725,23554.33,94,4140,True,BLOCKED,FRAUD
txn_e4c602ce,user_1000,17112.46,95,2068,True,BLOCKED,FRAUD
txn_5121ae30,user_5302,24997.97,85,9900,True,BLOCKED,FRAUD
txn_fbd6caef,user_7867,6343.91,72,438,True,BLOCKED,LEGITIMATE
txn_7a681e63,user_7193,10255.19,91,9722,True,BLOCKED,FRAUD
txn_c724987e,user_4363,30052.17,98,9138,True,BLOCKED,FRAUD
txn_79412fc4,user_1014,8082.83,95,8991,True,BLOCKED,FRAUD
txn_e787aec6,user_2312,12147.84,79,460,False,BLOCKED,LEGITIMATE
txn_e3d6dd86,user_8885,2232.43,98,4199,True,BLOCKED,FRAUD
txn_c3ba29d4,user_3475,24357.23,86,6740,True,BLOCKED,FRAUD
txn_d300e7bb,user_2264,9236.13,86,9899,True,BLOCKED,FRAUD
txn_78e075f9,user_6335,20535.55,86,2047,True,BLOCKED,FRAUD
txn_9c4819aa,user_4472,32073.2,95,6517,True,BLOCKED,FRAUD
txn_3931a3b5,user_5913,15887.49,99,3550,True,BLOCKED,FRAUD
txn_3834a950,user_2678,33441.48,90,6414,True,BLOCKED,FRAUD
txn_115c97e3,user_4496,24568.72,94,8746,True,BLOCKED,FRAUD
txn_4238343b,user_6896,21224.92,80,147,True,BLOCKED,LEGITIMATE
txn_5cf3b4d3,user_6280,3745.93,74,276,False,BLOCKED,LEGITIMATE
txn_bb1d4eae,user_2888,21663.79,79,83,False,BLOCKED,LEGITIMATE
txn_0158da8f,user_6829,32340.59,88,4079,True,BLOCKED,FRAUD
txn_4c725e76,user_4937,26175.6,88,1988,True,BLOCKED,FRAUD
txn_e1cd1ed8,user_6888,27323.9,76,348,False,BLOCKED,LEGITIMATE
txn_918c419c,user_5222,42964.1,91,5933,True,BLOCKED,FRAUD
txn_62bccdb7,user_4138,3436.73,94,5173,True,BLOCKED,FRAUD
txn_44213f53,user_4201,47266.51,91,4710,True,BLOCKED,FRAUD
txn_f0de1f27,user_9706,4253.89,93,8006,True,BLOCKED,FRAUD
txn_40526e0e,user_9842,31133.15,94,2306,True,BLOCKED,FRAUD
txn_db99a08a,user_3408,9395.21,80,107,True,BLOCKED,LEGITIMATE
txn_ab214608,user_6945,8881.9,62,215,False,BLOCKED,LEGITIMATE
txn_262677f6,user_4936,28789.01,85,459,True,BLOCKED,LEGITIMATE
txn_92e527fd,user_9456,4127.66,61,51,True,BLOCKED,LEGITIMATE
txn_0f522b10,user_7498,28768.34,94,7639,True,BLOCKED,FRAUD
txn_450144af,user_1659,46642.53,99,6975,True,BLOCKED,FRAUD
txn_a1cf2d78,user_4088,20200.79,88,9367,True,BLOCKED,FRAUD
txn_97d3a77e,user_5985,47234.42,97,5657,True,BLOCKED,FRAUD
txn_1403a1b1,user_1284,48611.25,96,1113,True,BLOCKED,FRAUD
txn_d940a8e9,user_2800,46772.13,90,8206,True,BLOCKED,FRAUD
txn_031ab6b2,user_3132,42996.8,90,1709,True,BLOCKED,FRAUD
txn_41d64907,user_5112,18610.4,81,447,False,BLOCKED,LEGITIMATE
txn_6a62c717,user_9735,36119.06,91,7592,True,BLOCKED,FRAUD
txn_4659ecb5,user_2536,9735.75,60,343,True,BLOCKED,LEGITIMATE
txn_335dfac5,user_8617,2578.07,70,79,False,BLOCKED,LEGITIMATE
txn_e4f81626,user_3428,7894.22,78,500,True,BLOCKED,LEGITIMATE
txn_04504a41,user_6464,36063.17,99,6142,True,BLOCKED,FRAUD
txn_07e61131,user_1366,42556.63,96,8693,True,BLOCKED,FRAUD
txn_1ce53e1f,user_9448,15210.1,93,7371,True,BLOCKED,FRAUD
txn_69c005fb,user_4327,37702.06,97,5102,True,BLOCKED,FRAUD
txn_443ae6fa,user_7651,4781.88,70,177,True,BLOCKED,LEGITIMATE
txn_d0cf2eed,user_3700,14035.31,86,8590,True,BLOCKED,FRAUD
txn_cf6e0053,user_6025,27832.17,95,8650,True,BLOCKED,FRAUD
txn_c2a72e52,user_5877,11256.63,90,6764,True,BLOCKED,FRAUD
txn_1bcf86d4,user_2117,10791.88,98,4151,True,BLOCKED,FRAUD
txn_e09edc3e,user_7826,30956.63,74,384,False,BLOCKED,LEGITIMATE
txn_494ca328,user_7497,20426.92,97,1189,True,BLOCKED,FRAUD
txn_685d2e86,user_6647,14068.83,72,145,True,BLOCKED,LEGITIMATE
txn_c8865d46,user_8350,36995.75,74,476,False,BLOCKED,LEGITIMATE
txn_433f6d7c,user_9245,9780.56,97,9140,True,BLOCKED,FRAUD
txn_89861409,user_5385,6506.78,94,5104,True,BLOCKED,FRAUD
txn_dcca24bb,user_6059,17028.63,96,2654,True,BLOCKED,FRAUD
txn_cdaa1e7d,user_9217,4820.17,97,1190,True,BLOCKED,FRAUD
txn_39c0a253,user_2798,11295.05,87,5803,True,BLOCKED,FRAUD
txn_8b706e4f,user_3379,14956.09,89,9827,True,BLOCKED,FRAUD
txn_4b93a068,user_2482,3177.72,98,7598,True,BLOCKED,FRAUD
txn_ca104d9d,user_3487,32518.13,90,7800,True,BLOCKED,FRAUD
txn_cc490e32,user_5356,25640.12,63,485,True,BLOCKED,LEGITIMATE
txn_f57c690c,user_4577,9781.86,96,2982,True,BLOCKED,FRAUD
txn_cf208434,user_6942,29884.55,91,2918,True,BLOCKED,FRAUD
txn_be19dbae,user_9436,2452.22,86,3442,True,BLOCKED,FRAUD
txn_87222642,user_8443,11687.31,60,219,True,BLOCKED,LEGITIMATE
txn_dad9d141,user_9553,12915.3,81,134,True,BLOCKED,LEGITIMATE
txn_7f07623f,user_8220,2088.31,86,2126,True,BLOCKED,FRAUD
txn_d4987064,user_7819,11454.51,90,1898,True,BLOCKED,FRAUD
txn_efd6b642,user_3862,10685.63,88,2137,True,BLOCKED,FRAUD
txn_33af662b,user_7531,1918.4,92,8030,True,BLOCKED,FRAUD
txn_a2b766fe,user_2433,18540.92,72,412,True,BLOCKED,LEGITIMATE
txn_72a98a5f,user_2727,15912.26,91,6325,True,BLOCKED,FRAUD
txn_3220edb2,user_6114,32201.99,73,129,False,BLOCKED,LEGITIMATE
txn_573d47b4,user_7541,24971.46,77,157,True,BLOCKED,LEGITIMATE
txn_5b972e5a,user_8372,32191.16,81,144,False,BLOCKED,LEGITIMATE
txn_5e7892f6,user_9580,6314.55,99,6497,True,BLOCKED,FRAUD
txn_6898b696,user_9695,16266.07,94,2657,True,BLOCKED,FRAUD
txn_9a861baf,user_1679,12733.63,95,9279,True,BLOCKED,FRAUD
txn_b4f3567e,user_2427,8758.03,93,7278,True,BLOCKED,FRAUD
txn_a684faaf,user_1614,30559.4,91,6211,True,BLOCKED,FRAUD
txn_1237649f,user_4137,21427.83,79,292,True,BLOCKED,LEGITIMATE
txn_188ba376,user_7667,22005.86,86,7701,True,BLOCKED,FRAUD
txn_7447d584,user_6143,18245.14,62,325,False,BLOCKED,LEGITIMATE
txn_610524d5,user_4433,22249.64,94,3879,True,BLOCKED,FRAUD
txn_555c117a,user_8581,23838.75,94,9645,True,BLOCKED,FRAUD
txn_7caa8caf,user_6154,22888.58,91,5649,True,BLOCKED,FRAUD
txn_b2b8a312,user_2036,38249.97,61,193,True,BLOCKED,LEGITIMATE
txn_522cb28f,user_6419,22624.25,92,2261,True,BLOCKED,FRAUD
txn_46be6132,user_2604,37336.47,85,2107,True,BLOCKED,FRAUD
txn_876b5853,user_4743,7610.26,97,7584,True,BLOCKED,FRAUD
txn_930fa612,user_2239,43404.38,65,68,True,BLOCKED,LEGITIMATE
txn_7ad0a23d,user_8220,18663.83,69,218,False,BLOCKED,LEGITIMATE
txn_96c74d64,user_3797,15217.67,91,8671,True,BLOCKED,FRAUD
txn_c23568c6,user_3392,25346.95,82,88,True,BLOCKED,LEGITIMATE
txn_38dd0ba4,user_6090,17396.59,95,7492,True,BLOCKED,FRAUD
txn_69683c92,user_7251,27209.32,96,5729,True,BLOCKED,FRAUD
txn_24199c1d,user_9016,22732.17,99,5870,True,BLOCKED,FRAUD
txn_8afb55b2,user_9303,554.25,98,5601,True,BLOCKED,FRAUD
txn_6a4f1565,user_1495,41648.7,86,5861,True,BLOCKED,FRAUD
txn_89e97f82,user_2414,35502.6,85,6523,True,BLOCKED,FRAUD
txn_51b08b02,user_8241,19895.6,98,6449,True,BLOCKED,FRAUD
txn_045eaec4,user_9079,41608.4,88,2896,True,BLOCKED,FRAUD
txn_85f89937,user_8740,24678.58,86,7584,True,BLOCKED,FRAUD
txn_5ab8cfba,user_4225,35853.58,98,5503,True,BLOCKED,FRAUD
txn_73b4ad0a,user_5789,38717.43,99,8764,True,BLOCKED,FRAUD
txn_b607cccb,user_5770,8071.55,89,4965,True,BLOCKED,FRAUD
txn_17b418fe,user_8239,13830.13,99,7196,True,BLOCKED,FRAUD
txn_c4ad2027,user_6553,7805.24,65,489,True,BLOCKED,LEGITIMATE
txn_577fe5a0,user_4922,19943.18,61,395,False,BLOCKED,LEGITIMATE
txn_d6ac4fe6,user_1810,6026.47,99,8110,True,BLOCKED,FRAUD
txn_dbe335d0,user_1418,10740.58,98,8578,True,BLOCKED,FRAUD
txn_f17ec945,user_1185,7522.7,95,9590,True,BLOCKED,FRAUD
txn_b4b45e58,user_4149,48685.83,63,253,True,BLOCKED,LEGITIMATE
txn_8b5d6416,user_1366,47012.43,90,8569,True,BLOCKED,FRAUD
txn_f3b6731d,user_5941,2889.38,86,1091,True,BLOCKED,FRAUD
txn_ca1a54df,user_5477,47926.07,81,393,True,BLOCKED,LEGITIMATE
txn_5c589bbf,user_5359,42745.93,60,145,False,BLOCKED,LEGITIMATE
txn_21ff89aa,user_8941,13789.45,96,6816,True,BLOCKED,FRAUD
txn_b580e877,user_8321,17192.28,85,7551,True,BLOCKED,FRAUD
txn_4109f3df,user_5618,5490.48,70,361,False,BLOCKED,LEGITIMATE
txn_60062ca1,user_8813,17780.79,69,295,True,BLOCKED,LEGITIMATE
txn_deb78873,user_7359,18722.97,94,2942,True,BLOCKED,FRAUD
txn_6a5e692e,user_3252,21386.03,98,2678,True,BLOCKED,FRAUD
txn_6b9ce2bd,user_1582,8364.26,83,113,True,BLOCKED,LEGITIMATE
txn_349bc399,user_9153,26566.3,88,2801,True,BLOCKED,FRAUD
txn_0028efa6,user_9120,35201.19,85,6859,True,BLOCKED,FRAUD
txn_14733b08,user_3721,28676.84,94,4284,True,BLOCKED,FRAUD
txn_a124afe7,user_3043,9980.36,75,425,True,BLOCKED,LEGITIMATE
txn_ee462e9a,user_2932,30843.67,84,82,True,BLOCKED,LEGITIMATE
txn_409bdb61,user_7269,33568.32,91,4727,True,BLOCKED,FRAUD
txn_b02fd682,user_4779,13353.32,76,147,True,BLOCKED,LEGITIMATE
txn_a19292ea,user_9081,18059.63,83,89,True,BLOCKED,LEGITIMATE
txn_1cadf17d,user_7974,1047.15,63,398,True,BLOCKED,LEGITIMATE
txn_8472dcac,user_8110,48205.82,66,81,True,BLOCKED,LEGITIMATE
txn_9891e177,user_8362,19321.57,87,9392,True,BLOCKED,FRAUD
txn_b203aa2a,user_1261,15864.89,86,9151,True,BLOCKED,FRAUD
txn_2a66a2f9,user_5972,26737.07,89,5081,True,BLOCKED,FRAUD
txn_fdd931ac,user_7760,44189.88,96,1674,True,BLOCKED,FRAUD
txn_50064734,user_4400,38257.2,91,7184,True,BLOCKED,FRAUD
txn_92955dea,user_5812,43918.15,93,7290,True,BLOCKED,FRAUD
txn_2dd14ff5,user_8172,42337.62,78,127,False,BLOCKED,LEGITIMATE
txn_fa3ea5bb,user_8257,11210.64,90,1969,True,BLOCKED,FRAUD
txn_509074e7,user_1359,38652.18,91,8323,True,BLOCKED,FRAUD
txn_6b76e2db,user_6427,28112.64,97,6594,True,BLOCKED,FRAUD
txn_41a380d1,user_5919,36854.13,95,9347,True,BLOCKED,FRAUD
txn_4631f4b2,user_7252,7574.44,65,51,True,BLOCKED,LEGITIMATE
txn_2f3af42e,user_9577,17206.56,99,7144,True,BLOCKED,FRAUD
txn_3ccd4ad0,user_2870,45881.4,94,1715,True,BLOCKED,FRAUD
txn_5f546c83,user_8007,32906.43,95,2383,True,BLOCKED,FRAUD
txn_2d828ef2,user_9971,41499.16,69,287,False,BLOCKED,LEGITIMATE
txn_bd08337b,user_3079,24496.68,91,7588,True,BLOCKED,FRAUD
txn_99c76d53,user_4159,1192.11,65,224,True,BLOCKED,LEGITIMATE
txn_46ffe7e6,user_7520,32604.33,64,424,False,BLOCKED,LEGITIMATE
txn_f322edd6,user_1930,1415.23,99,3486,True,BLOCKED,FRAUD
txn_7f0a89d9,user_5524,6524.73,62,92,True,BLOCKED,LEGITIMATE
txn_b62e9368,user_5749,5709.35,71,225,True,BLOCKED,LEGITIMATE
txn_8f375c94,user_2906,16261.06,86,7060,True,BLOCKED,FRAUD
txn_d4dd8c3e,user_1651,25430.2,98,5061,True,BLOCKED,FRAUD
txn_916d3b39,user_4390,23044.43,73,320,True,BLOCKED,LEGITIMATE
txn_12bab714,user_8098,32754.62,74,187,True,BLOCKED,LEGITIMATE
txn_24125641,user_7119,25612.76,86,4099,True,BLOCKED,FRAUD
txn_c51da22f,user_8956,36772.43,85,4245,True,BLOCKED,FRAUD
txn_57ed344b,user_6138,47400.49,95,1861,True,BLOCKED,FRAUD
txn_84cab6d0,user_3836,31273.72,97,5000,True,BLOCKED,FRAUD
txn_11440af2,user_7231,43974.75,91,2222,True,BLOCKED,FRAUD
txn_8c222ceb,user_3893,8562.97,80,90,True,BLOCKED,LEGITIMATE
txn_e5f80169,user_8746,30776.38,91,1385,True,BLOCKED,FRAUD
txn_9a7d6bb4,user_1285,32759.97,88,5434,True,BLOCKED,FRAUD
txn_14b2d70f,user_6435,25440.29,90,4838,True,BLOCKED,FRAUD
txn_37059dc3,user_5368,38928.33,86,8009,True,BLOCKED,FRAUD
txn_c0eac4db,user_4303,46533.29,69,57,True,BLOCKED,LEGITIMATE
txn_61ef324b,user_7263,3681.88,88,1258,True,BLOCKED,FRAUD
txn_dc5582fb,user_5056,19234.8,89,2907,True,BLOCKED,FRAUD
txn_937e7271,user_2455,1150.53,96,1223,True,BLOCKED,FRAUD
txn_f3f77dd3,user_9171,23300.61,90,1519,True,BLOCKED,FRAUD
txn_e6d99b96,user_1299,31881.59,88,4363,True,BLOCKED,FRAUD
txn_5887582b,user_8455,19049.81,90,8963,True,BLOCKED,FRAUD
txn_354b3910,user_3714,49288.21,87,5109,True,BLOCKED,FRAUD
txn_bacc8a2e,user_6915,31257.19,85,6403,True,BLOCKED,FRAUD
txn_6232e42f,user_7601,5965.03,72,81,True,BLOCKED,LEGITIMATE
txn_b641c909,user_9943,1920.55,88,4511,True,BLOCKED,FRAUD
txn_df0c583d,user_4386,14101.54,94,5874,True,BLOCKED,FRAUD
txn_e864b11e,user_8783,42755.53,75,103,True,BLOCKED,LEGITIMATE
txn_ca183180,user_2183,13607.83,67,489,True,BLOCKED,LEGITIMATE
txn_54e11691,user_7144,21734.29,97,2189,True,BLOCKED,FRAUD
txn_5ca335f2,user_7919,9144.26,79,272,True,BLOCKED,LEGITIMATE
txn_65081db7,user_2395,3714.87,94,9364,True,BLOCKED,FRAUD
txn_1cc7fdad,user_8181,13737.19,93,1637,True,BLOCKED,FRAUD
txn_d1ea6358,user_5289,7505.17,86,5289,True,BLOCKED,FRAUD
txn_112b390f,user_2752,38383.84,89,2230,True,BLOCKED,FRAUD
txn_8f6aa095,user_7940,48769.81,96,1354,True,BLOCKED,FRAUD
txn_b814c538,user_1044,30995.94,89,8575,True,BLOCKED,FRAUD
txn_5f8c4438,user_2735,41137.08,95,3329,True,BLOCKED,FRAUD
txn_5adb4e61,user_2012,21400.97,61,183,True,BLOCKED,LEGITIMATE
txn_7d5d1c46,user_3965,35358.55,75,400,False,BLOCKED,LEGITIMATE
txn_34bb9cc3,user_7042,19046.16,87,5975,True,BLOCKED,FRAUD
txn_c835c408,user_3544,30017.11,89,1757,True,BLOCKED,FRAUD
txn_b89fcc87,user_4709,4610.44,85,2146,True,BLOCKED,FRAUD
txn_d04e572a,user_7083,8472.81,86,4090,True,BLOCKED,FRAUD
txn_426d3947,user_5354,44360.15,95,4305,True,BLOCKED,FRAUD
txn_ecdd2e73,user_6038,3615.09,99,3714,True,BLOCKED,FRAUD
txn_73459170,user_6038,20210.29,99,9889,True,BLOCKED,FRAUD
txn_296f60f9,user_8411,49276.11,82,68,False,BLOCKED,LEGITIMATE
